datereceived,product,banks,community
"06/25/2013","Mortgage","Bank of America","White"
"08/22/2013","Mortgage","Other","White"
"12/11/2011","Mortgage","Wells Fargo","White"
"04/11/2013","Mortgage","Bank of America","White"
"03/06/2012","Mortgage","Green Tree Servicing, LLC","White"
"04/03/2012","Mortgage","Wells Fargo","White"
"03/27/2013","Mortgage","Wells Fargo","White"
"08/23/2013","Bank account or service","Bank of America","White"
"06/10/2013","Mortgage","JPMorgan Chase","White"
"09/19/2012","Mortgage","Wells Fargo","White"
"08/27/2012","Mortgage","Select Portfolio Servicing, Inc","White"
"05/03/2013","Mortgage","Wells Fargo","White"
"11/09/2012","Mortgage","Wells Fargo","White"
"05/17/2012","Mortgage","Wells Fargo","White"
"02/12/2013","Mortgage","Bank of America","White"
"10/30/2012","Mortgage","Bank of America","White"
"04/27/2012","Credit card","GE Capital Retail","White"
"09/29/2013","Bank account or service","U.S. Bancorp","White"
"09/12/2012","Mortgage","Ocwen","White"
"09/12/2013","Mortgage","Citibank","White"
"04/02/2013","Mortgage","Citibank","White"
"10/07/2013","Mortgage","Bank of America","White"
"01/26/2013","Credit reporting","Equifax","White"
"07/06/2012","Mortgage","Bank of America","White"
"02/23/2012","Credit card","Bank of America","White"
"02/09/2012","Credit card","Capital One","White"
"06/10/2013","Mortgage","JPMorgan Chase","White"
"06/12/2012","Mortgage","Wells Fargo","White"
"06/03/2013","Mortgage","Bank of America","White"
"07/10/2013","Mortgage","Bank of America","White"
"10/30/2013","Mortgage","Nationstar Mortgage","White"
"02/13/2012","Credit card","JPMorgan Chase","White"
"03/18/2013","Mortgage","Other","White"
"11/21/2012","Mortgage","Other","White"
"08/08/2012","Mortgage","Nationstar Mortgage","White"
"02/22/2013","Mortgage","Bank of America","White"
"02/25/2013","Bank account or service","Bank of America","White"
"01/20/2013","Mortgage","Wells Fargo","White"
"07/25/2013","Mortgage","Ocwen","White"
"02/10/2012","Credit card","Amex","White"
"01/11/2013","Mortgage","Other","White"
"08/14/2013","Mortgage","Select Portfolio Servicing, Inc","White"
"09/13/2013","Consumer loan","Other","White"
"06/13/2012","Bank account or service","Wells Fargo","White"
"03/09/2012","Credit card","Other","White"
"02/07/2012","Mortgage","Other","White"
"03/07/2012","Mortgage","Ocwen","White"
"10/22/2013","Credit card","Capital One","White"
"09/12/2012","Mortgage","Bank of America","White"
"04/22/2013","Mortgage","Wells Fargo","White"
"04/09/2012","Mortgage","Wells Fargo","White"
"09/17/2013","Student loan","Sallie Mae","White"
"05/14/2012","Mortgage","Other","White"
"12/24/2012","Bank account or service","U.S. Bancorp","White"
"06/13/2012","Mortgage","Ocwen","White"
"05/14/2012","Mortgage","Bank of America","White"
"04/28/2013","Mortgage","Other","White"
"07/12/2012","Mortgage","JPMorgan Chase","White"
"06/15/2012","Mortgage","Ocwen","White"
"09/26/2012","Mortgage","Bank of America","White"
"09/05/2013","Credit reporting","TransUnion","White"
"03/06/2013","Mortgage","Bank of America","White"
"10/15/2013","Mortgage","Nationstar Mortgage","White"
"09/05/2013","Credit reporting","Equifax","White"
"03/15/2013","Mortgage","Other","White"
"04/11/2012","Credit card","Bank of America","White"
"11/08/2013","Bank account or service","Wells Fargo","White"
"06/07/2012","Mortgage","Bank of America","White"
"02/07/2012","Credit card","Capital One","White"
"04/22/2013","Credit reporting","Experian","White"
"05/15/2012","Mortgage","Wells Fargo","White"
"11/13/2012","Credit card","JPMorgan Chase","White"
"06/18/2012","Credit card","Wells Fargo","White"
"04/16/2012","Student loan","Sallie Mae","White"
"05/29/2012","Mortgage","Other","White"
"09/13/2012","Mortgage","OneWest Bank","White"
"04/22/2013","Credit reporting","TransUnion","White"
"03/22/2012","Student loan","Sallie Mae","White"
"11/06/2012","Mortgage","Wells Fargo","White"
"05/08/2012","Bank account or service","Wells Fargo","White"
"05/07/2012","Bank account or service","Citibank","White"
"04/29/2013","Credit card","Bank of America","White"
"08/07/2012","Consumer loan","U.S. Bancorp","White"
"07/10/2013","Credit card","Amex","White"
"04/11/2012","Bank account or service","Bank of America","White"
"01/09/2013","Mortgage","Wells Fargo","White"
"08/07/2013","Credit card","Bank of America","White"
"09/05/2013","Credit reporting","Experian","White"
"08/07/2013","Credit card","JPMorgan Chase","White"
"05/02/2013","Mortgage","Green Tree Servicing, LLC","White"
"04/01/2013","Mortgage","Other","White"
"04/14/2013","Credit reporting","TransUnion","White"
"02/20/2013","Mortgage","Bank of America","White"
"08/09/2013","Mortgage","Wells Fargo","Hispanic"
"11/01/2013","Mortgage","Nationstar Mortgage","Hispanic"
"02/19/2013","Mortgage","Bank of America","Hispanic"
"06/06/2012","Mortgage","Bank of America","White"
"06/01/2013","Mortgage","Wells Fargo","White"
"11/02/2012","Mortgage","Wells Fargo","White"
"03/28/2013","Bank account or service","Wells Fargo","White"
"03/20/2013","Bank account or service","JPMorgan Chase","White"
"04/13/2013","Student loan","Other","White"
"02/19/2013","Credit card","Citibank","White"
"04/01/2013","Mortgage","JPMorgan Chase","White"
"03/29/2013","Mortgage","Bank of America","White"
"06/13/2012","Mortgage","Nationstar Mortgage","White"
"02/06/2012","Mortgage","Bank of America","White"
"09/08/2013","Bank account or service","JPMorgan Chase","White"
"11/13/2013","Credit card","Bank of America","White"
"08/21/2013","Credit card","Capital One","White"
"05/10/2013","Mortgage","Other","White"
"03/19/2012","Bank account or service","JPMorgan Chase","White"
"06/13/2012","Student loan","Bank of America","White"
"11/03/2013","Mortgage","Bank of America","White"
"05/02/2013","Mortgage","Bank of America","White"
"07/29/2012","Mortgage","Nationstar Mortgage","White"
"03/12/2013","Credit card","Bank of America","White"
"12/19/2012","Mortgage","Citibank","White"
"06/24/2012","Mortgage","Other","White"
"06/30/2013","Mortgage","Nationstar Mortgage","White"
"05/09/2013","Bank account or service","Bank of America","White"
"07/17/2013","Bank account or service","Capital One","White"
"09/21/2013","Credit reporting","TransUnion","White"
"10/24/2012","Credit reporting","Equifax","White"
"07/02/2012","Bank account or service","Wells Fargo","White"
"08/02/2012","Mortgage","Other","White"
"03/20/2012","Mortgage","Green Tree Servicing, LLC","White"
"06/18/2012","Student loan","Other","White"
"03/03/2012","Mortgage","Citibank","White"
"05/24/2013","Mortgage","Green Tree Servicing, LLC","White"
"03/02/2012","Mortgage","Wells Fargo","White"
"02/10/2012","Credit card","GE Capital Retail","White"
"02/19/2012","Mortgage","Citibank","White"
"06/06/2012","Mortgage","Bank of America","White"
"11/03/2013","Credit reporting","Experian","White"
"11/01/2013","Bank account or service","JPMorgan Chase","White"
"03/26/2012","Mortgage","JPMorgan Chase","White"
"06/21/2012","Credit card","Bank of America","White"
"05/20/2012","Mortgage","OneWest Bank","White"
"09/17/2012","Credit card","Other","White"
"05/29/2012","Mortgage","Green Tree Servicing, LLC","White"
"09/11/2012","Mortgage","Ocwen","White"
"05/23/2012","Mortgage","Nationstar Mortgage","White"
"05/21/2013","Mortgage","Bank of America","White"
"05/10/2012","Mortgage","Bank of America","White"
"07/03/2012","Mortgage","Bank of America","White"
"05/15/2012","Bank account or service","Wells Fargo","White"
"06/22/2012","Credit card","JPMorgan Chase","White"
"01/26/2012","Mortgage","Wells Fargo","White"
"04/19/2012","Mortgage","Wells Fargo","White"
"12/19/2012","Mortgage","Bank of America","White"
"04/25/2012","Credit card","Amex","White"
"04/19/2012","Mortgage","Wells Fargo","White"
"10/25/2012","Mortgage","JPMorgan Chase","White"
"04/01/2013","Credit card","Bank of America","White"
"03/04/2013","Mortgage","Ocwen","White"
"08/26/2012","Mortgage","Wells Fargo","White"
"02/07/2013","Credit reporting","Experian","White"
"07/17/2012","Mortgage","Wells Fargo","White"
"10/07/2012","Credit card","Discover","White"
"05/03/2012","Bank account or service","Wells Fargo","White"
"01/25/2012","Credit card","GE Capital Retail","White"
"06/20/2012","Credit card","Citibank","White"
"03/19/2013","Mortgage","Bank of America","White"
"07/03/2013","Mortgage","Wells Fargo","White"
"05/10/2013","Mortgage","Bank of America","White"
"01/03/2013","Mortgage","Bank of America","White"
"03/03/2013","Mortgage","Bank of America","White"
"12/16/2012","Mortgage","Bank of America","White"
"10/15/2013","Mortgage","Bank of America","White"
"02/26/2013","Mortgage","Other","White"
"09/29/2013","Mortgage","Other","White"
"10/01/2013","Mortgage","Nationstar Mortgage","White"
"09/20/2012","Mortgage","HSBC","White"
"07/19/2013","Mortgage","Other","White"
"09/27/2012","Mortgage","Bank of America","White"
"10/15/2012","Credit card","JPMorgan Chase","White"
"02/06/2013","Mortgage","Wells Fargo","White"
"05/27/2012","Mortgage","Wells Fargo","White"
"07/16/2012","Mortgage","Bank of America","White"
"06/26/2013","Mortgage","Wells Fargo","White"
"09/21/2012","Mortgage","Wells Fargo","White"
"06/20/2012","Mortgage","Other","White"
"10/03/2012","Mortgage","Other","White"
"11/15/2012","Mortgage","JPMorgan Chase","White"
"02/17/2012","Mortgage","Bank of America","White"
"12/30/2011","Mortgage","Wells Fargo","White"
"04/27/2012","Mortgage","Bank of America","White"
"09/24/2013","Consumer loan","Wells Fargo","White"
"06/06/2013","Credit reporting","Experian","White"
"12/11/2012","Mortgage","Ocwen","White"
"06/21/2012","Mortgage","Ocwen","White"
"07/20/2012","Mortgage","Ocwen","White"
"03/13/2013","Mortgage","Bank of America","White"
"12/18/2012","Credit card","JPMorgan Chase","White"
"06/24/2013","Mortgage","Wells Fargo","White"
"09/12/2013","Mortgage","Wells Fargo","White"
"07/09/2013","Credit reporting","TransUnion","White"
"05/18/2012","Mortgage","Other","White"
"06/20/2012","Mortgage","Bank of America","White"
"08/08/2012","Mortgage","Wells Fargo","White"
"08/09/2013","Mortgage","Wells Fargo","White"
"06/07/2012","Mortgage","Ocwen","White"
"05/11/2013","Mortgage","Ocwen","White"
"09/14/2012","Bank account or service","Other","White"
"07/11/2013","Credit card","JPMorgan Chase","White"
"08/21/2012","Mortgage","Nationstar Mortgage","White"
"09/23/2013","Money transfers","Other","White"
"06/25/2013","Mortgage","Other","White"
"03/10/2012","Mortgage","JPMorgan Chase","White"
"06/01/2012","Mortgage","Bank of America","White"
"02/25/2012","Credit card","Wells Fargo","White"
"03/21/2013","Mortgage","Ocwen","White"
"10/16/2012","Credit card","JPMorgan Chase","White"
"08/15/2013","Mortgage","Bank of America","White"
"07/11/2013","Credit card","JPMorgan Chase","White"
"07/11/2012","Mortgage","Wells Fargo","White"
"08/14/2012","Mortgage","Bank of America","White"
"05/09/2013","Credit card","Capital One","White"
"10/16/2013","Student loan","Sallie Mae","White"
"04/19/2013","Mortgage","Bank of America","White"
"05/23/2012","Mortgage","Bank of America","White"
"01/17/2012","Mortgage","SunTrust Bank","White"
"09/19/2013","Credit card","GE Capital Retail","White"
"05/19/2012","Mortgage","Bank of America","White"
"12/19/2012","Credit card","Wells Fargo","White"
"08/20/2013","Credit reporting","Other","White"
"09/05/2013","Mortgage","Wells Fargo","White"
"08/12/2013","Bank account or service","JPMorgan Chase","White"
"03/29/2013","Mortgage","Wells Fargo","White"
"11/07/2012","Mortgage","Citibank","White"
"02/02/2012","Credit card","GE Capital Retail","White"
"03/22/2012","Bank account or service","Wells Fargo","White"
"07/12/2013","Mortgage","Other","White"
"07/03/2013","Mortgage","Bank of America","White"
"04/25/2012","Credit card","JPMorgan Chase","White"
"09/27/2012","Mortgage","Bank of America","White"
"07/02/2012","Mortgage","Nationstar Mortgage","White"
"03/21/2013","Credit card","Citibank","White"
"04/02/2013","Mortgage","PNC Bank","White"
"09/18/2012","Mortgage","Wells Fargo","White"
"11/11/2012","Credit reporting","Equifax","White"
"02/20/2013","Credit card","Bank of America","White"
"08/31/2012","Mortgage","Bank of America","White"
"11/19/2012","Mortgage","Wells Fargo","White"
"05/02/2013","Credit card","Wells Fargo","White"
"05/23/2013","Credit reporting","TransUnion","White"
"07/02/2013","Mortgage","Bank of America","White"
"07/11/2013","Mortgage","Bank of America","White"
"05/03/2012","Mortgage","Bank of America","White"
"11/02/2012","Credit reporting","Equifax","White"
"08/06/2013","Bank account or service","Wells Fargo","White"
"01/08/2013","Mortgage","OneWest Bank","White"
"01/10/2012","Mortgage","Bank of America","White"
"01/07/2013","Mortgage","JPMorgan Chase","White"
"09/16/2013","Mortgage","Other","White"
"11/25/2012","Mortgage","Bank of America","White"
"09/19/2013","Consumer loan","Other","White"
"02/25/2012","Credit card","Discover","White"
"01/30/2013","Mortgage","Other","White"
"02/01/2013","Credit reporting","Experian","White"
"02/07/2012","Mortgage","Bank of America","White"
"07/23/2012","Mortgage","Wells Fargo","White"
"07/12/2012","Bank account or service","Wells Fargo","White"
"12/22/2011","Credit card","Other","White"
"04/16/2013","Mortgage","PNC Bank","White"
"07/02/2013","Mortgage","Wells Fargo","White"
"04/08/2013","Mortgage","JPMorgan Chase","White"
"01/25/2012","Mortgage","Bank of America","White"
"12/08/2011","Mortgage","Bank of America","White"
"06/04/2012","Mortgage","JPMorgan Chase","White"
"05/17/2012","Mortgage","Green Tree Servicing, LLC","White"
"11/29/2012","Mortgage","Bank of America","White"
"11/23/2012","Mortgage","Bank of America","White"
"03/01/2012","Credit card","GE Capital Retail","White"
"07/24/2012","Bank account or service","Other","White"
"05/19/2012","Mortgage","Bank of America","White"
"05/08/2013","Mortgage","Green Tree Servicing, LLC","White"
"09/09/2013","Mortgage","Wells Fargo","White"
"03/14/2013","Mortgage","Citibank","White"
"07/10/2012","Mortgage","Wells Fargo","White"
"07/10/2012","Credit card","Capital One","White"
"02/05/2013","Credit card","Capital One","White"
"03/03/2013","Mortgage","HSBC","White"
"03/09/2012","Mortgage","Other","White"
"03/26/2012","Mortgage","Citibank","White"
"06/25/2013","Mortgage","Bank of America","White"
"05/05/2013","Credit card","Wells Fargo","White"
"06/07/2013","Credit reporting","Equifax","White"
"06/06/2013","Credit reporting","Experian","White"
"10/29/2012","Mortgage","Bank of America","White"
"02/18/2013","Credit reporting","Experian","White"
"11/06/2012","Credit reporting","Equifax","White"
"03/05/2013","Mortgage","Ocwen","White"
"10/29/2012","Credit reporting","Experian","White"
"02/18/2013","Credit reporting","Equifax","White"
"10/29/2012","Consumer loan","Capital One","White"
"04/02/2013","Mortgage","Ocwen","White"
"10/04/2012","Credit card","JPMorgan Chase","White"
"08/08/2013","Mortgage","Ocwen","White"
"04/26/2012","Bank account or service","Wells Fargo","White"
"08/28/2013","Bank account or service","Other","White"
"07/11/2012","Mortgage","Ocwen","White"
"02/10/2013","Mortgage","Ocwen","White"
"03/22/2012","Credit card","Capital One","White"
"06/27/2013","Mortgage","Ocwen","White"
"08/23/2013","Mortgage","JPMorgan Chase","White"
"05/31/2012","Mortgage","Bank of America","White"
"10/03/2013","Mortgage","JPMorgan Chase","White"
"09/12/2013","Consumer loan","GE Capital Retail","White"
"11/20/2012","Credit reporting","TransUnion","White"
"01/16/2013","Mortgage","Nationstar Mortgage","White"
"02/21/2013","Mortgage","Bank of America","White"
"04/09/2013","Credit card","JPMorgan Chase","White"
"08/19/2013","Mortgage","Bank of America","White"
"06/21/2012","Mortgage","Green Tree Servicing, LLC","White"
"04/09/2012","Mortgage","Wells Fargo","White"
"08/25/2013","Mortgage","Ocwen","White"
"12/08/2011","Mortgage","Citibank","White"
"08/02/2013","Mortgage","Other","White"
"09/16/2012","Mortgage","Nationstar Mortgage","White"
"07/17/2013","Mortgage","Bank of America","White"
"09/24/2013","Mortgage","Bank of America","White"
"11/19/2012","Mortgage","Bank of America","White"
"08/17/2012","Mortgage","JPMorgan Chase","White"
"02/03/2013","Credit reporting","Experian","White"
"08/25/2013","Mortgage","Nationstar Mortgage","White"
"09/30/2013","Mortgage","Ocwen","White"
"05/21/2013","Mortgage","Ocwen","White"
"06/07/2013","Mortgage","Ocwen","White"
"06/04/2012","Mortgage","Bank of America","White"
"02/13/2013","Mortgage","JPMorgan Chase","White"
"04/15/2013","Mortgage","Ocwen","White"
"01/08/2013","Mortgage","JPMorgan Chase","White"
